Reference,PPI,PPCT,PPCT2,ANCOVA,Naive (ML only),lambda,rho,pred_bias
1.8801815030265938,1.7132697405385349,1.6950183242808645,1.6907592892970609,1.6946732170507048,-12.866041098458064,1.1093476935693871,0.49652978352331445,14.572843432240065
1.9339641617665904,1.7716539918612282,1.7566200641629595,1.7567468789423537,1.75320099722796,-12.852904077864476,1.0926246809244005,0.4463913575556823,14.894796623754251
2.126735122818756,1.932111092029381,1.9721666118595929,1.9716735937391563,1.9717589004997524,-13.147410882092867,0.7941902669071704,0.4169446132361241,15.212706634126341
2.081148709284249,2.0556084123684695,2.0547582492036796,2.0549698941703998,2.0549103975020753,-13.093008457166436,1.0332871292606294,0.43169989552512034,15.241795536244135
1.869309722083458,1.7068277769802422,1.6807429873297501,1.6809891017434784,1.6804520689368827,-12.923123605098933,1.1605396195492446,0.4998236012286435,14.953434126125138
1.4753130624755417,1.733517043006498,1.7117710054488902,1.713982227590928,1.7122617628616306,-13.33052577689372,0.9157796192262796,0.4073108790262282,15.00774022571863
2.6770410622606624,2.566632779170553,2.5754799776353074,2.5737124979342996,2.574221731000005,-12.479756790507166,0.9198683448638222,0.42785162027934864,14.982156295345119
2.004366043578943,1.9185274926468994,1.9086664406891676,1.9092434064263786,1.9089863801221236,-13.450526779577148,1.1148790590085662,0.3986324266522988,15.441867576857357
1.7737617598047943,1.5448592488121293,1.6193750168809042,1.6177275072828927,1.61949376869287,-13.026685246667755,0.6744650473879624,0.40992433385169175,15.052751518311492
2.9241358238861475,2.8986811027345953,2.904645380014304,2.904744423163131,2.90457206187015,-12.238835625081684,0.7656907241608419,0.42284447037984835,14.935805892975582
